,seller_id,delivery_speed_km_per_hour
0,fa5fdc4e4bb6bd1009ad0e4ac4096562,13.722022868463691
1,28872dc528e978a639754bc8c2ce5a4c,12.9416956321154
2,eb9267cccc90f1b49c8d2f9887c7dd97,11.345783341409094
3,e73bf2cea7fe4b0b4d287a7568ed1099,10.958579052653501
4,17998cf586426bf0f2c3726cb0a4b211,10.71557254697826
5,2b402d5dc42554061f8ea98d1916f148,10.21254335237816
6,d263fa444c1504a75cbca5cc465f592a,10.101568526613525
7,1d0997ff06b524ce9289ffd75114ecd3,9.436296272767992
8,00d8b143d12632bad99c0ad66ad52825,9.351079507361256
9,740205fedfe4e90ca6857bc77db0f2b4,9.292827374424215
10,fe9d9cf8631285d5982c6e2cf27fb114,9.263851675940067
11,3a52d63a8f9daf5a28f3626d7eb9bd28,9.254647226999374
12,747e73c01a4593d4cf60dcf970fd2689,9.252132664170889
13,95cca791657aabeff15a07eb152d7841,9.141223940820444
14,ccbd753e6863fe7314dc6c0ca5a074e7,9.130927613731728
15,299c89a525fee36c567f4fe72f038100,8.971039457326698
16,5d9f3746e112e696f98ea22c56b3e912,8.94723658813302
17,8de8fe3af4449ed695d2434c933ed73e,8.901973962840886
18,be7a093e5b4d147b36b72bb1f9e415e5,8.744180793414637
19,164a5a8794e6d42e14f55e447b12a3bc,8.69841247917404
20,fd435faa3c0422b60440ea3480d0e77c,8.674127252080183
21,a9ae440659f48b7849df83e82734150b,8.511424556290013
22,c747d5b92c7648417faea95d36d763e8,8.121398137877838
23,7dea6f73af847b42cc3985bd620f994d,8.103400488697362
24,75745ef7bc7d4f3ea3380f6f5303f514,7.986419257134401
25,889009a0ed0bb52c87819941192931b8,7.952310024660363
26,82921991ff5b557b045605b8bbf08d49,7.908753574508647
27,bbf9ad41dca6603e614efcdad7aab8c4,7.810437512901738
28,0f519b0d2e5eb2227c93dd25038bfc01,7.766068656429255
29,b274baf5bbd142410eb2958cf685d684,7.741263455384043
30,b9de031b671cd48b28fae9d828cbf2b4,7.709705039118766
31,1d953075c2f0dd990bacf27b83b330f1,7.634824067893583
32,333c4210e76a1aa2ab817b99437e3ff1,7.574354627568464
33,6dd7dce75cd55c1ce255dc38d9f0cd46,7.558041735643966
34,83c8aafbefb034674a70de0eac5b8954,7.536633846899935
35,21d59342ba150175ca2aa4f8faddeca6,7.276749275203592
36,51f108f62cb87d61918159902c8f8583,7.258234820382868
37,6bef34c5be6f2bbd70aa5165f6df94b1,7.208790524589223
38,3364a91ec4d56c98e44174de954b94f6,7.177407786610698
39,fc6295add6f51a0936407ead70c1001d,7.157705987978251
40,44717f64ec2a457979cf83c429077666,7.133624868112916
41,91543f9849d68d023e17194926598543,7.06868430435571
42,5e106d93b717c2682b9383da480364a1,7.038273179441399
43,cb810bd318f51b3dc3c753944d61a1fa,7.023395126689873
44,328acb143b4a73aad6bee8e734f5d20d,6.959675124124891
45,0f80a40c312b2472dca482cf50f5186f,6.898710128987101
46,80cfd480be3eb6d6267139f5cb793555,6.855988918102111
47,fb503a924a0b9db19d83dd0ac6dbef8c,6.781920704222863
48,4e480be820e37de1444325ff358c9296,6.764237838333862
49,7b3447b497e55af8c15fc7bd89d7b81a,6.7517997534039536
50,ee2fbacc2fc3794e656cc4d933d59ce7,6.69601392144097
51,4d232b78ab7ef10393dc3807d827bc0d,6.691180596806402
52,63191ead8d3b2f937cd1996fdcbbad20,6.645877907151784
53,024b564ae893ce8e9bfa02c10a401ece,6.612131172443265
54,43b2c864251aa0ce4030c746984e088a,6.5674589167508035
55,e732329483fd5f27367dd997b47f598a,6.504110632786011
56,8def3db7f272735afb2ecd03aeca09a7,6.464058910332479
57,134b867a0f7f8bbe6abf10f91874891e,6.426577487992826
58,f205b1a3ca9a34e0f8a228bae6e4c7b3,6.397084250515658
59,d0d70d21e2234dd7cd3cf63fe414148a,6.345255903033978
60,651fe66032c9520ee5587f694908040d,6.33544326675135
61,b26741d31a563d769b4af0465ab20c56,6.290948462423578
62,9e7c5f4d7770eab65738cca38f9efccf,6.2882175589695555
63,24c1de8d9551c0b4fbc53317d53efda8,6.287161837827068
64,72c38a04bd6a1c3dbc5298425a0db86d,6.276474108158721
65,7adbd3210a7b3cc2235e225eef33574d,6.214103177654323
66,a2b911e9ad40dc7d61c142a4683e2d85,6.172512610451803
67,e53d5b9b29d1218281f4a907ada18626,6.127040764701739
68,723a46b89fd5c3ed78ccdf039e33ac63,6.1113627254219045
69,1703bc09972dab9782e7a9194943b69f,6.081379909412421
70,48985c61529077fa4f1e38bcff0f2ed3,6.072590009256253
71,1d139e3a3b14025640d8df1b230aace0,6.060667061402262
72,cd2169d9f31ff6fbb9ca3373b0c9e354,6.052281585741969
73,35b96509602ec4b7da831b5cd73ff2c2,6.049591709137463
74,6c6cc59a5c00cacc5054ca06d65cc282,6.044400747517656
75,78744a20ee2f80ba64f6804c25def2b8,6.029997494903969
76,a5259c149128e82c9d6d46e0c1c812bb,6.029074883382387
77,38102b031c2a15e54623d711bfc753d3,6.020171571665047
78,f9eedec3129e8cc6b6429c42d0808c5b,5.965243226905129
79,b19c48688808720822399ffa9f2dbe2f,5.952135013412111
80,de722cd6dad950a92b7d4f82673f8833,5.931073605784934
81,96f7c797de9ca20efbe14545bed63eec,5.888102572641745
82,1444c08e64d55fb3c25f0f09c07ffcf2,5.8647512645818
83,4b39558c138930b9e5489c93b6df5fe3,5.841087035903909
84,c70a353f02429c00775a46a75fb787da,5.810830114663609
85,392f7f2c797e4dc077e4311bde2ab8ce,5.804574785664872
86,7a9c12e235c36247c3c81f50d6ea9cea,5.793688476637387
87,b9ec22de23f18567de0e09d776ca0309,5.751853514438996
88,d93b8458c6fe139d85cfa5eadbf55bd2,5.745939237163265
89,e8ff5a6ceb895583033fc2a0f314e3c2,5.726369892847809
90,466222e777149751370e7e98fb623b0c,5.70030149833998
91,a6bd7d1ccdac48c6b33b28596b7eb122,5.6992128446890575
92,52562a9f449c3dc3d53f5f5b9ed74903,5.683360836687848
93,1c56ffe0e9dea2657fc6e95b53f40b13,5.6799622364188975
94,06a2c3af7b3aee5d69171b0e14f0ee87,5.661790707216462
95,8dd386be0767c330276ea6a3f96532d3,5.65537559202803
96,31eec405c9bb71dec8e2629a92e764fa,5.611346591852394
97,07017df32dc5f2f1d2801e579548d620,5.590874212178642
98,544863df86ed3b78a04e0820d41430ee,5.5650845553191886
99,8d79c8a04e42d722a75097ce5cbcf2ef,5.544299514579944
100,4221a7df464f1fe2955934e30ff3a5a1,5.497668049833813
101,d98eec89afa3380e14463da2aabaea72,5.495505456347794
102,3d62f86afa7c73be2628a3be1423f5a0,5.486992882714567
103,eb4a59a06b3948e851a7d7a830bcbc42,5.431061881164843
104,89757206b887aed36f3e18d858460fea,5.423037217076033
105,761681a821d8275bc79f552116d06869,5.4199902517648235
106,5795aebfe331fbcd02a2c4b679fb7952,5.40415445138527
107,e49c26c3edfa46d227d5121a6b6e4d37,5.390330025763648
108,04ee0ec01589969663ba5967c0e0bdc0,5.375958345910052
